0,30,30,0,120
3,3,1
2.94645,2.94749,1
2.8929,2.89498,1
2.83935,2.84247,1
2.7858,2.78996,1
2.73225,2.73744,1
2.6787,2.68493,1
2.62515,2.63242,1
2.5716,2.57991,1
2.51805,2.5274,1
2.4645,2.47489,1
2.41095,2.42238,1
2.3574,2.36987,1
2.30385,2.31736,1
2.2503,2.26484,1
2.19675,2.21233,1
2.1432,2.15982,1
2.08965,2.10731,1
2.0361,2.0548,1
1.98255,2.00229,1
1.929,1.94978,1
1.87545,1.89727,1
1.8219,1.84476,1
1.76835,1.79224,1
1.7148,1.73973,1
1.66125,1.68722,1
1.6077,1.63471,1
1.55416,1.5822,1
1.50061,1.52969,1
1.44706,1.47718,1
1.39351,1.42467,1
1.33996,1.37216,1
1.28641,1.31964,1
1.23286,1.26713,1
1.17931,1.21462,1
1.12576,1.16211,1
1.07221,1.1096,1
1.01866,1.05709,1
0.965107,1.00458,1
1.01866,0.952066,1
1.07221,1.00458,1
1.12576,1.05709,1
1.17931,1.1096,1
1.23286,1.16211,1
1.28641,1.21462,1
1.33996,1.26713,1
1.39351,1.31964,1
1.44706,1.37216,1
1.50061,1.42467,1
1.55416,1.47718,1
1.6077,1.52969,1
1.66125,1.5822,1
1.7148,1.63471,1
1.76835,1.68722,1
1.8219,1.73973,1
1.87545,1.79224,1
1.929,1.84476,1
1.98255,1.89727,1
2.0361,1.94978,1
2.08965,2.00229,1
2.1432,2.0548,1
2.19675,2.10731,1
2.2503,2.15982,1
2.30385,2.21233,1
2.3574,2.26484,1
2.41095,2.31736,1
2.4645,2.36987,1
2.51805,2.42238,1
2.5716,2.47489,1
2.62515,2.5274,1
2.6787,2.57991,1
2.73225,2.63242,1
2.7858,2.68493,1
2.83935,2.73744,1
2.8929,2.78996,1
2.94645,2.84247,1
3,2.89498,1
3.05355,2.94749,1
3.1071,3,1
3.16065,3.05251,1
3.2142,3.10502,1
3.26775,3.15753,1
3.3213,3.21004,1
3.37485,3.26256,1
3.4284,3.31507,1
3.48195,3.36758,1
3.5355,3.42009,1
3.58905,3.4726,1
3.6426,3.52511,1
3.69615,3.57762,1
3.7497,3.63013,1
3.80325,3.68264,1
3.8568,3.73516,1
3.91035,3.78767,1
3.9639,3.84018,1
4.01745,3.89269,1
4.071,3.9452,1
4.12455,3.99771,1
4.1781,4.05022,1
4.23165,4.10273,1
4.2852,4.15524,1
4.33875,4.20776,1
4.3923,4.26027,1
4.44584,4.31278,1
4.49939,4.36529,1
4.55294,4.4178,1
4.60649,4.47031,1
4.66004,4.52282,1
4.71359,4.57533,1
4.76714,4.62784,1
4.82069,4.68036,1
4.87424,4.73287,1
4.92779,4.78538,1
4.98134,4.83789,1
5.03489,4.8904,1
5.08844,4.94291,1
5.14199,4.99542,1
5.19554,5.04793,1
5.24909,5.10044,1
5.30264,5.15296,1
5.35619,5.20547,1
5.40974,5.25798,1
5.46329,5.31049,1
5.51684,5.363,1
5.57039,5.41551,1
5.62394,5.46802,1
5.67749,5.52053,1
5.73104,5.57304,1
5.78459,5.62556,1
5.83814,5.67807,1
5.89169,5.73058,1
5.94524,5.78309,1
5.99879,5.8356,1
6.05234,5.88811,1
6.10589,5.94062,1
6.15944,5.99313,1
6.21299,6.04565,1
6.26654,6.09816,1
6.32009,6.15067,1
6.37364,6.20318,1
6.42719,6.25569,1
6.48074,6.3082,1
6.53429,6.36071,1
6.58784,6.41322,1
6.64139,6.46573,1
6.69494,6.51825,1
6.74849,6.57076,1
6.80204,6.62327,1
6.85559,6.67578,1
6.90914,6.72829,1
6.96269,6.7808,1
7.01624,6.83331,1
7.06979,6.88582,1
7.12334,6.93833,1
7.17689,6.99085,1
7.23043,7.04336,1
7.28398,7.09587,1
7.33753,7.14838,1
7.39108,7.20089,1
7.44463,7.2534,1
7.49818,7.30591,1
7.55173,7.35842,1
7.60528,7.41093,1
7.65883,7.46345,1
7.71238,7.51596,1
7.76593,7.56847,1
7.81948,7.62098,1
7.87303,7.67349,1
7.92658,7.726,1
7.98013,7.77851,1
8.03368,7.83102,1
8.08723,7.88353,1
8.14078,7.93605,1
8.19433,7.98856,1
8.24788,8.04107,1
8.30143,8.09358,1
8.35498,8.14609,1
8.40853,8.1986,1
8.46208,8.25111,1
8.51563,8.30362,1
8.56918,8.35613,1
8.62273,8.40865,1
8.67628,8.46116,1
8.72983,8.51367,1
